,G,Date,Start (ET),Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,teamgame,season
78,79,"Thu, Apr 5, 2018",8:00p,Box Score,@,Houston Rockets,L,,94,96,48,31,L 2,POR,2018
79,80,"Sat, Apr 7, 2018",9:00p,Box Score,@,San Antonio Spurs,L,,105,116,48,32,L 3,POR,2018
80,81,"Mon, Apr 9, 2018",9:00p,Box Score,@,Denver Nuggets,L,,82,88,48,33,L 4,POR,2018
81,82,"Wed, Apr 11, 2018",10:30p,Box Score,,Utah Jazz,W,,102,93,49,33,W 1,POR,2018
0,1,"Thu, Oct 18, 2018",10:30p,Box Score,,Los Angeles Lakers,W,,128,119,1,0,W 1,POR,2019
1,2,"Sat, Oct 20, 2018",10:00p,Box Score,,San Antonio Spurs,W,,121,108,2,0,W 2,POR,2019
2,3,"Mon, Oct 22, 2018",10:00p,Box Score,,Washington Wizards,L,OT,124,125,2,1,L 1,POR,2019
3,4,"Thu, Oct 25, 2018",7:00p,Box Score,@,Orlando Magic,W,,128,114,3,1,W 1,POR,2019
4,5,"Sat, Oct 27, 2018",8:00p,Box Score,@,Miami Heat,L,,111,120,3,2,L 1,POR,2019
5,6,"Mon, Oct 29, 2018",7:00p,Box Score,@,Indiana Pacers,W,,103,93,4,2,W 1,POR,2019
6,7,"Tue, Oct 30, 2018",8:00p,Box Score,@,Houston Rockets,W,,104,85,5,2,W 2,POR,2019
7,8,"Thu, Nov 1, 2018",10:30p,Box Score,,New Orleans Pelicans,W,,132,119,6,2,W 3,POR,2019
8,9,"Sat, Nov 3, 2018",10:00p,Box Score,,Los Angeles Lakers,L,,110,114,6,3,L 1,POR,2019
9,10,"Sun, Nov 4, 2018",9:00p,Box Score,,Minnesota Timberwolves,W,,111,81,7,3,W 1,POR,2019
10,11,"Tue, Nov 6, 2018",10:00p,Box Score,,Milwaukee Bucks,W,,118,103,8,3,W 2,POR,2019
11,12,"Thu, Nov 8, 2018",10:00p,Box Score,,Los Angeles Clippers,W,,116,105,9,3,W 3,POR,2019
12,13,"Sun, Nov 11, 2018",9:00p,Box Score,,Boston Celtics,W,,100,94,10,3,W 4,POR,2019
13,14,"Wed, Nov 14, 2018",10:30p,Box Score,@,Los Angeles Lakers,L,,117,126,10,4,L 1,POR,2019
14,15,"Fri, Nov 16, 2018",8:00p,Box Score,@,Minnesota Timberwolves,L,,96,112,10,5,L 2,POR,2019
15,16,"Sun, Nov 18, 2018",6:00p,Box Score,@,Washington Wizards,W,,119,109,11,5,W 1,POR,2019
16,17,"Tue, Nov 20, 2018",7:30p,Box Score,@,New York Knicks,W,,118,114,12,5,W 2,POR,2019
17,18,"Wed, Nov 21, 2018",8:00p,Box Score,@,Milwaukee Bucks,L,,100,143,12,6,L 1,POR,2019
18,19,"Fri, Nov 23, 2018",10:30p,Box Score,@,Golden State Warriors,L,,97,125,12,7,L 2,POR,2019
19,20,"Sun, Nov 25, 2018",9:00p,Box Score,,Los Angeles Clippers,L,,100,104,12,8,L 3,POR,2019
20,21,"Wed, Nov 28, 2018",10:00p,Box Score,,Orlando Magic,W,,115,112,13,8,W 1,POR,2019
21,22,"Fri, Nov 30, 2018",10:30p,Box Score,,Denver Nuggets,L,,112,113,13,9,L 1,POR,2019
22,23,"Sun, Dec 2, 2018",7:00p,Box Score,@,San Antonio Spurs,L,,118,131,13,10,L 2,POR,2019
23,24,"Tue, Dec 4, 2018",8:30p,Box Score,@,Dallas Mavericks,L,,102,111,13,11,L 3,POR,2019
24,25,"Thu, Dec 6, 2018",10:00p,Box Score,,Phoenix Suns,W,,108,86,14,11,W 1,POR,2019
25,26,"Sat, Dec 8, 2018",10:00p,Box Score,,Minnesota Timberwolves,W,,113,105,15,11,W 2,POR,2019
26,27,"Tue, Dec 11, 2018",8:00p,Box Score,@,Houston Rockets,L,,104,111,15,12,L 1,POR,2019
27,28,"Wed, Dec 12, 2018",8:00p,Box Score,@,Memphis Grizzlies,L,,83,92,15,13,L 2,POR,2019
28,29,"Fri, Dec 14, 2018",10:00p,Box Score,,Toronto Raptors,W,,128,122,16,13,W 1,POR,2019
29,30,"Mon, Dec 17, 2018",10:30p,Box Score,@,Los Angeles Clippers,W,,131,127,17,13,W 2,POR,2019
30,31,"Wed, Dec 19, 2018",10:00p,Box Score,,Memphis Grizzlies,W,,99,92,18,13,W 3,POR,2019
31,32,"Fri, Dec 21, 2018",10:00p,Box Score,,Utah Jazz,L,,90,120,18,14,L 1,POR,2019
32,33,"Sun, Dec 23, 2018",9:00p,Box Score,,Dallas Mavericks,W,OT,121,118,19,14,W 1,POR,2019
33,34,"Tue, Dec 25, 2018",10:30p,Box Score,@,Utah Jazz,L,,96,117,19,15,L 1,POR,2019
34,35,"Thu, Dec 27, 2018",10:30p,Box Score,@,Golden State Warriors,W,OT,110,109,20,15,W 1,POR,2019
35,36,"Sat, Dec 29, 2018",10:00p,Box Score,,Golden State Warriors,L,,105,115,20,16,L 1,POR,2019
36,37,"Sun, Dec 30, 2018",9:00p,Box Score,,Philadelphia 76ers,W,,129,95,21,16,W 1,POR,2019
37,38,"Tue, Jan 1, 2019",9:00p,Box Score,@,Sacramento Kings,W,OT,113,108,22,16,W 2,POR,2019
38,39,"Fri, Jan 4, 2019",10:30p,Box Score,,Oklahoma City Thunder,L,,109,111,22,17,L 1,POR,2019
39,40,"Sat, Jan 5, 2019",10:00p,Box Score,,Houston Rockets,W,,110,101,23,17,W 1,POR,2019
40,41,"Mon, Jan 7, 2019",10:00p,Box Score,,New York Knicks,W,,111,101,24,17,W 2,POR,2019
41,42,"Wed, Jan 9, 2019",10:00p,Box Score,,Chicago Bulls,W,,124,112,25,17,W 3,POR,2019
42,43,"Fri, Jan 11, 2019",10:00p,Box Score,,Charlotte Hornets,W,,127,96,26,17,W 4,POR,2019
43,44,"Sun, Jan 13, 2019",8:00p,Box Score,@,Denver Nuggets,L,,113,116,26,18,L 1,POR,2019
44,45,"Mon, Jan 14, 2019",10:00p,Box Score,@,Sacramento Kings,L,,107,115,26,19,L 2,POR,2019
45,46,"Wed, Jan 16, 2019",10:00p,Box Score,,Cleveland Cavaliers,W,,129,112,27,19,W 1,POR,2019
46,47,"Fri, Jan 18, 2019",10:30p,Box Score,,New Orleans Pelicans,W,,128,112,28,19,W 2,POR,2019
47,48,"Mon, Jan 21, 2019",9:00p,Box Score,@,Utah Jazz,W,,109,104,29,19,W 3,POR,2019
48,49,"Tue, Jan 22, 2019",8:00p,Box Score,@,Oklahoma City Thunder,L,,114,123,29,20,L 1,POR,2019
49,50,"Thu, Jan 24, 2019",9:00p,Box Score,@,Phoenix Suns,W,,120,106,30,20,W 1,POR,2019
50,51,"Sat, Jan 26, 2019",10:00p,Box Score,,Atlanta Hawks,W,,120,111,31,20,W 2,POR,2019
51,52,"Wed, Jan 30, 2019",10:30p,Box Score,,Utah Jazz,W,,132,105,32,20,W 3,POR,2019
52,53,"Tue, Feb 5, 2019",10:30p,Box Score,,Miami Heat,L,,108,118,32,21,L 1,POR,2019
53,54,"Thu, Feb 7, 2019",10:30p,Box Score,,San Antonio Spurs,W,,127,118,33,21,W 1,POR,2019
54,55,"Sun, Feb 10, 2019",3:00p,Box Score,@,Dallas Mavericks,L,,101,102,33,22,L 1,POR,2019
55,56,"Mon, Feb 11, 2019",8:00p,Box Score,@,Oklahoma City Thunder,L,,111,120,33,23,L 2,POR,2019
56,57,"Wed, Feb 13, 2019",10:30p,Box Score,,Golden State Warriors,W,,129,107,34,23,W 1,POR,2019
57,58,"Thu, Feb 21, 2019",7:30p,Box Score,@,Brooklyn Nets,W,,113,99,35,23,W 2,POR,2019
58,59,"Sat, Feb 23, 2019",1:00p,Box Score,@,Philadelphia 76ers,W,,130,115,36,23,W 3,POR,2019
59,60,"Mon, Feb 25, 2019",7:00p,Box Score,@,Cleveland Cavaliers,W,,123,110,37,23,W 4,POR,2019
60,61,"Wed, Feb 27, 2019",8:00p,Box Score,@,Boston Celtics,W,,97,92,38,23,W 5,POR,2019
61,62,"Fri, Mar 1, 2019",8:00p,Box Score,@,Toronto Raptors,L,,117,119,38,24,L 1,POR,2019
62,63,"Sun, Mar 3, 2019",1:00p,Box Score,@,Charlotte Hornets,W,,118,108,39,24,W 1,POR,2019
63,64,"Tue, Mar 5, 2019",8:00p,Box Score,@,Memphis Grizzlies,L,,111,120,39,25,L 1,POR,2019
64,65,"Thu, Mar 7, 2019",10:30p,Box Score,,Oklahoma City Thunder,L,OT,121,129,39,26,L 2,POR,2019
65,66,"Sat, Mar 9, 2019",10:00p,Box Score,,Phoenix Suns,W,,127,120,40,26,W 1,POR,2019
66,67,"Tue, Mar 12, 2019",10:30p,Box Score,@,Los Angeles Clippers,W,,125,104,41,26,W 2,POR,2019
67,68,"Fri, Mar 15, 2019",8:00p,Box Score,@,New Orleans Pelicans,W,,122,110,42,26,W 3,POR,2019
68,69,"Sat, Mar 16, 2019",8:30p,Box Score,@,San Antonio Spurs,L,,103,108,42,27,L 1,POR,2019
69,70,"Mon, Mar 18, 2019",10:30p,Box Score,,Indiana Pacers,W,,106,98,43,27,W 1,POR,2019
70,71,"Wed, Mar 20, 2019",10:00p,Box Score,,Dallas Mavericks,W,,126,118,44,27,W 2,POR,2019
71,72,"Sat, Mar 23, 2019",10:00p,Box Score,,Detroit Pistons,W,,117,112,45,27,W 3,POR,2019
72,73,"Mon, Mar 25, 2019",10:00p,Box Score,,Brooklyn Nets,W,2OT,148,144,46,27,W 4,POR,2019
73,74,"Wed, Mar 27, 2019",8:00p,Box Score,@,Chicago Bulls,W,,118,98,47,27,W 5,POR,2019
74,75,"Fri, Mar 29, 2019",7:30p,Box Score,@,Atlanta Hawks,W,,118,98,48,27,W 6,POR,2019
75,76,"Sat, Mar 30, 2019",7:00p,Box Score,@,Detroit Pistons,L,,90,99,48,28,L 1,POR,2019
76,77,"Mon, Apr 1, 2019",8:00p,Box Score,@,Minnesota Timberwolves,W,,132,122,49,28,W 1,POR,2019
77,78,"Wed, Apr 3, 2019",10:00p,Box Score,,Memphis Grizzlies,W,,116,89,50,28,W 2,POR,2019
78,79,"Fri, Apr 5, 2019",10:30p,Box Score,@,Denver Nuggets,L,,110,119,50,29,L 1,POR,2019
79,80,"Sun, Apr 7, 2019",9:00p,Box Score,,Denver Nuggets,W,,115,108,51,29,W 1,POR,2019
80,81,"Tue, Apr 9, 2019",10:30p,Box Score,@,Los Angeles Lakers,W,,104,101,52,29,W 2,POR,2019
81,82,"Wed, Apr 10, 2019",10:30p,Box Score,,Sacramento Kings,W,,136,131,53,29,W 3,POR,2019
0,1,"Wed, Oct 23, 2019",10:00p,Box Score,,Denver Nuggets,L,,100,108,0,1,L 1,POR,2020
1,2,"Fri, Oct 25, 2019",10:00p,Box Score,@,Sacramento Kings,W,,122,112,1,1,W 1,POR,2020
2,3,"Sun, Oct 27, 2019",7:00p,Box Score,@,Dallas Mavericks,W,,121,119,2,1,W 2,POR,2020
3,4,"Mon, Oct 28, 2019",8:30p,Box Score,@,San Antonio Spurs,L,,110,113,2,2,L 1,POR,2020
4,5,"Wed, Oct 30, 2019",8:00p,Box Score,@,Oklahoma City Thunder,W,,102,99,3,2,W 1,POR,2020
5,6,"Sat, Nov 2, 2019",10:00p,Box Score,,Philadelphia 76ers,L,,128,129,3,3,L 1,POR,2020
6,7,"Mon, Nov 4, 2019",10:30p,Box Score,@,Golden State Warriors,L,,118,127,3,4,L 2,POR,2020
7,8,"Thu, Nov 7, 2019",10:30p,Box Score,@,Los Angeles Clippers,L,,101,107,3,5,L 3,POR,2020
8,9,"Fri, Nov 8, 2019",10:00p,Box Score,,Brooklyn Nets,L,,115,119,3,6,L 4,POR,2020
9,10,"Sun, Nov 10, 2019",9:00p,Box Score,,Atlanta Hawks,W,OT,124,113,4,6,W 1,POR,2020
10,11,"Tue, Nov 12, 2019",10:00p,Box Score,@,Sacramento Kings,L,,99,107,4,7,L 1,POR,2020
11,12,"Wed, Nov 13, 2019",10:00p,Box Score,,Toronto Raptors,L,,106,114,4,8,L 2,POR,2020
12,13,"Sat, Nov 16, 2019",8:30p,Box Score,@,San Antonio Spurs,W,,121,116,5,8,W 1,POR,2020
13,14,"Mon, Nov 18, 2019",8:00p,Box Score,@,Houston Rockets,L,,108,132,5,9,L 1,POR,2020
14,15,"Tue, Nov 19, 2019",8:00p,Box Score,@,New Orleans Pelicans,L,,104,115,5,10,L 2,POR,2020
15,16,"Thu, Nov 21, 2019",8:00p,Box Score,@,Milwaukee Bucks,L,,129,137,5,11,L 3,POR,2020
16,17,"Sat, Nov 23, 2019",8:00p,Box Score,@,Cleveland Cavaliers,L,,104,110,5,12,L 4,POR,2020
17,18,"Mon, Nov 25, 2019",8:00p,Box Score,@,Chicago Bulls,W,,117,94,6,12,W 1,POR,2020
18,19,"Wed, Nov 27, 2019",10:00p,Box Score,,Oklahoma City Thunder,W,,136,119,7,12,W 2,POR,2020
19,20,"Fri, Nov 29, 2019",10:00p,Box Score,,Chicago Bulls,W,,107,103,8,12,W 3,POR,2020
20,21,"Tue, Dec 3, 2019",10:00p,Box Score,@,Los Angeles Clippers,L,,97,117,8,13,L 1,POR,2020
21,22,"Wed, Dec 4, 2019",10:00p,Box Score,,Sacramento Kings,W,,127,116,9,13,W 1,POR,2020
22,23,"Fri, Dec 6, 2019",10:30p,Box Score,,Los Angeles Lakers,L,,113,136,9,14,L 1,POR,2020
23,24,"Sun, Dec 8, 2019",9:00p,Box Score,,Oklahoma City Thunder,L,,96,108,9,15,L 2,POR,2020
24,25,"Tue, Dec 10, 2019",10:00p,Box Score,,New York Knicks,W,,115,87,10,15,W 1,POR,2020
25,26,"Thu, Dec 12, 2019",10:30p,Box Score,@,Denver Nuggets,L,,99,114,10,16,L 1,POR,2020
26,27,"Mon, Dec 16, 2019",9:00p,Box Score,@,Phoenix Suns,W,,111,110,11,16,W 1,POR,2020
27,28,"Wed, Dec 18, 2019",10:00p,Box Score,,Golden State Warriors,W,,122,112,12,16,W 2,POR,2020
28,29,"Fri, Dec 20, 2019",10:00p,Box Score,,Orlando Magic,W,,118,103,13,16,W 3,POR,2020
29,30,"Sat, Dec 21, 2019",10:00p,Box Score,,Minnesota Timberwolves,W,,113,106,14,16,W 4,POR,2020
30,31,"Mon, Dec 23, 2019",10:00p,Box Score,,New Orleans Pelicans,L,,94,102,14,17,L 1,POR,2020
31,32,"Thu, Dec 26, 2019",10:30p,Box Score,@,Utah Jazz,L,,115,121,14,18,L 2,POR,2020
32,33,"Sat, Dec 28, 2019",10:00p,Box Score,,Los Angeles Lakers,L,,120,128,14,19,L 3,POR,2020
33,34,"Mon, Dec 30, 2019",10:00p,Box Score,,Phoenix Suns,L,,116,122,14,20,L 4,POR,2020
34,35,"Wed, Jan 1, 2020",7:30p,Box Score,@,New York Knicks,L,,93,117,14,21,L 5,POR,2020
35,36,"Fri, Jan 3, 2020",7:00p,Box Score,@,Washington Wizards,W,,122,103,15,21,W 1,POR,2020
36,37,"Sun, Jan 5, 2020",6:00p,Box Score,@,Miami Heat,L,,111,122,15,22,L 1,POR,2020
37,38,"Tue, Jan 7, 2020",7:00p,Box Score,@,Toronto Raptors,W,,101,99,16,22,W 1,POR,2020
38,39,"Thu, Jan 9, 2020",8:00p,Box Score,@,Minnesota Timberwolves,L,,102,116,16,23,L 1,POR,2020
39,40,"Sat, Jan 11, 2020",10:00p,Box Score,,Milwaukee Bucks,L,,101,122,16,24,L 2,POR,2020
40,41,"Mon, Jan 13, 2020",10:00p,Box Score,,Charlotte Hornets,W,,115,112,17,24,W 1,POR,2020
41,42,"Wed, Jan 15, 2020",9:30p,Box Score,@,Houston Rockets,W,,117,107,18,24,W 2,POR,2020
42,43,"Fri, Jan 17, 2020",9:30p,Box Score,@,Dallas Mavericks,L,,112,120,18,25,L 1,POR,2020
43,44,"Sat, Jan 18, 2020",9:00p,Box Score,@,Oklahoma City Thunder,L,,106,119,18,26,L 2,POR,2020
44,45,"Mon, Jan 20, 2020",10:00p,Box Score,,Golden State Warriors,W,OT,129,124,19,26,W 1,POR,2020
45,46,"Thu, Jan 23, 2020",10:30p,Box Score,,Dallas Mavericks,L,,125,133,19,27,L 1,POR,2020
46,47,"Sun, Jan 26, 2020",9:00p,Box Score,,Indiana Pacers,W,,139,129,20,27,W 1,POR,2020
47,48,"Wed, Jan 29, 2020",10:00p,Box Score,,Houston Rockets,W,,125,112,21,27,W 2,POR,2020
48,49,"Fri, Jan 31, 2020",10:30p,Box Score,@,Los Angeles Lakers,W,,127,119,22,27,W 3,POR,2020
49,50,"Sat, Feb 1, 2020",10:30p,Box Score,,Utah Jazz,W,,124,107,23,27,W 4,POR,2020
50,51,"Tue, Feb 4, 2020",9:00p,Box Score,@,Denver Nuggets,L,,99,127,23,28,L 1,POR,2020
51,52,"Thu, Feb 6, 2020",10:00p,Box Score,,San Antonio Spurs,W,,125,117,24,28,W 1,POR,2020
52,53,"Fri, Feb 7, 2020",10:30p,Box Score,@,Utah Jazz,L,,114,117,24,29,L 1,POR,2020
53,54,"Sun, Feb 9, 2020",9:00p,Box Score,,Miami Heat,W,,115,109,25,29,W 1,POR,2020
54,55,"Tue, Feb 11, 2020",8:00p,Box Score,@,New Orleans Pelicans,L,,117,138,25,30,L 1,POR,2020
55,56,"Wed, Feb 12, 2020",8:00p,Box Score,@,Memphis Grizzlies,L,,104,111,25,31,L 2,POR,2020
56,57,"Fri, Feb 21, 2020",10:30p,Box Score,,New Orleans Pelicans,L,,115,128,25,32,L 3,POR,2020
57,58,"Sun, Feb 23, 2020",9:00p,Box Score,,Detroit Pistons,W,,107,104,26,32,W 1,POR,2020
58,59,"Tue, Feb 25, 2020",10:00p,Box Score,,Boston Celtics,L,,106,118,26,33,L 1,POR,2020
59,60,"Thu, Feb 27, 2020",8:00p,Box Score,@,Indiana Pacers,L,,100,106,26,34,L 2,POR,2020
60,61,"Sat, Feb 29, 2020",7:30p,Box Score,@,Atlanta Hawks,L,,117,129,26,35,L 3,POR,2020
61,62,"Mon, Mar 2, 2020",7:00p,Box Score,@,Orlando Magic,W,,130,107,27,35,W 1,POR,2020
62,63,"Wed, Mar 4, 2020",10:00p,Box Score,,Washington Wizards,W,,125,104,28,35,W 2,POR,2020
63,64,"Fri, Mar 6, 2020",9:00p,Box Score,@,Phoenix Suns,L,,117,127,28,36,L 1,POR,2020
64,65,"Sat, Mar 7, 2020",10:00p,Box Score,,Sacramento Kings,L,,111,123,28,37,L 2,POR,2020
65,66,"Tue, Mar 10, 2020",10:00p,Box Score,,Phoenix Suns,W,,121,105,29,37,W 1,POR,2020
66,67,"Fri, Jul 31, 2020",4:00p,Box Score,,Memphis Grizzlies,W,OT,140,135,30,37,W 2,POR,2020
67,68,"Sun, Aug 2, 2020",3:30p,Box Score,@,Boston Celtics,L,,124,128,30,38,L 1,POR,2020
68,69,"Tue, Aug 4, 2020",9:00p,Box Score,,Houston Rockets,W,,110,102,31,38,W 1,POR,2020
69,70,"Thu, Aug 6, 2020",8:00p,Box Score,@,Denver Nuggets,W,,125,115,32,38,W 2,POR,2020
70,71,"Sat, Aug 8, 2020",1:00p,Box Score,,Los Angeles Clippers,L,,117,122,32,39,L 1,POR,2020
71,72,"Sun, Aug 9, 2020",6:30p,Box Score,,Philadelphia 76ers,W,,124,121,33,39,W 1,POR,2020
72,73,"Tue, Aug 11, 2020",6:30p,Box Score,@,Dallas Mavericks,W,,134,131,34,39,W 2,POR,2020
73,74,"Thu, Aug 13, 2020",9:00p,Box Score,@,Brooklyn Nets,W,,134,133,35,39,W 3,POR,2020
74,75,"Sat, Aug 15, 2020",2:30p,Box Score,,Memphis Grizzlies,W,,126,122,36,39,W 4,POR,2020
0,1,"Wed, Dec 23, 2020",10:00p,Box Score,,Utah Jazz,L,,100,120,0,1,L 1,POR,2021
1,2,"Sat, Dec 26, 2020",10:00p,Box Score,,Houston Rockets,W,OT,128,126,1,1,W 1,POR,2021
2,3,"Mon, Dec 28, 2020",10:00p,Box Score,@,Los Angeles Lakers,W,,115,107,2,1,W 2,POR,2021
3,4,"Wed, Dec 30, 2020",10:00p,Box Score,@,Los Angeles Clippers,L,,105,128,2,2,L 1,POR,2021
4,5,"Fri, Jan 1, 2021",10:30p,Box Score,@,Golden State Warriors,W,,123,98,3,2,W 1,POR,2021
5,6,"Sun, Jan 3, 2021",8:30p,Box Score,@,Golden State Warriors,L,,122,137,3,3,L 1,POR,2021
6,7,"Tue, Jan 5, 2021",10:30p,Box Score,,Chicago Bulls,L,,108,111,3,4,L 2,POR,2021
7,8,"Thu, Jan 7, 2021",10:00p,Box Score,,Minnesota Timberwolves,W,,135,117,4,4,W 1,POR,2021
8,9,"Sat, Jan 9, 2021",10:00p,Box Score,@,Sacramento Kings,W,,125,99,5,4,W 2,POR,2021
9,10,"Mon, Jan 11, 2021",10:00p,Box Score,,Toronto Raptors,W,,112,111,6,4,W 3,POR,2021
10,11,"Wed, Jan 13, 2021",10:00p,Box Score,@,Sacramento Kings,W,,132,126,7,4,W 4,POR,2021
11,12,"Thu, Jan 14, 2021",10:00p,Box Score,,Indiana Pacers,L,,87,111,7,5,L 1,POR,2021
12,13,"Sat, Jan 16, 2021",10:00p,Box Score,,Atlanta Hawks,W,,112,106,8,5,W 1,POR,2021
13,14,"Mon, Jan 18, 2021",3:00p,Box Score,,San Antonio Spurs,L,,104,125,8,6,L 1,POR,2021
14,15,"Sun, Jan 24, 2021",10:00p,Box Score,,New York Knicks,W,,116,113,9,6,W 1,POR,2021
15,16,"Mon, Jan 25, 2021",10:00p,Box Score,,Oklahoma City Thunder,L,,122,125,9,7,L 1,POR,2021
16,17,"Thu, Jan 28, 2021",7:30p,Box Score,@,Houston Rockets,L,,101,104,9,8,L 2,POR,2021
17,18,"Sat, Jan 30, 2021",8:00p,Box Score,@,Chicago Bulls,W,,123,122,10,8,W 1,POR,2021
18,19,"Mon, Feb 1, 2021",8:00p,Box Score,@,Milwaukee Bucks,L,,106,134,10,9,L 1,POR,2021
19,20,"Tue, Feb 2, 2021",8:00p,Box Score,@,Washington Wizards,W,,132,121,11,9,W 1,POR,2021
20,21,"Thu, Feb 4, 2021",8:00p,Box Score,@,Philadelphia 76ers,W,,121,105,12,9,W 2,POR,2021
21,22,"Sat, Feb 6, 2021",1:00p,Box Score,@,New York Knicks,L,,99,110,12,10,L 1,POR,2021
22,23,"Tue, Feb 9, 2021",10:00p,Box Score,,Orlando Magic,W,,106,97,13,10,W 1,POR,2021
23,24,"Thu, Feb 11, 2021",10:00p,Box Score,,Philadelphia 76ers,W,,118,114,14,10,W 2,POR,2021
24,25,"Fri, Feb 12, 2021",10:00p,Box Score,,Cleveland Cavaliers,W,,129,110,15,10,W 3,POR,2021
25,26,"Sun, Feb 14, 2021",7:30p,Box Score,@,Dallas Mavericks,W,,121,118,16,10,W 4,POR,2021
26,27,"Tue, Feb 16, 2021",8:00p,Box Score,@,Oklahoma City Thunder,W,,115,104,17,10,W 5,POR,2021
27,28,"Wed, Feb 17, 2021",9:00p,Box Score,@,New Orleans Pelicans,W,,126,124,18,10,W 6,POR,2021
28,29,"Sat, Feb 20, 2021",10:00p,Box Score,,Washington Wizards,L,,111,118,18,11,L 1,POR,2021
29,30,"Mon, Feb 22, 2021",9:00p,Box Score,@,Phoenix Suns,L,,100,132,18,12,L 2,POR,2021
30,31,"Tue, Feb 23, 2021",10:00p,Box Score,@,Denver Nuggets,L,,106,111,18,13,L 3,POR,2021
31,32,"Fri, Feb 26, 2021",10:00p,Box Score,@,Los Angeles Lakers,L,,93,102,18,14,L 4,POR,2021
32,33,"Mon, Mar 1, 2021",10:30p,Box Score,,Charlotte Hornets,W,,123,111,19,14,W 1,POR,2021
33,34,"Wed, Mar 3, 2021",10:00p,Box Score,,Golden State Warriors,W,,108,106,20,14,W 2,POR,2021
34,35,"Thu, Mar 4, 2021",10:00p,Box Score,,Sacramento Kings,W,,123,119,21,14,W 3,POR,2021
35,36,"Thu, Mar 11, 2021",10:00p,Box Score,,Phoenix Suns,L,,121,127,21,15,L 1,POR,2021
36,37,"Sat, Mar 13, 2021",8:00p,Box Score,@,Minnesota Timberwolves,W,,125,121,22,15,W 1,POR,2021
37,38,"Sun, Mar 14, 2021",8:00p,Box Score,@,Minnesota Timberwolves,L,,112,114,22,16,L 1,POR,2021
38,39,"Tue, Mar 16, 2021",10:00p,Box Score,,New Orleans Pelicans,W,,125,124,23,16,W 1,POR,2021
39,40,"Thu, Mar 18, 2021",10:00p,Box Score,,New Orleans Pelicans,W,,101,93,24,16,W 2,POR,2021
40,41,"Fri, Mar 19, 2021",10:00p,Box Score,,Dallas Mavericks,W,,125,119,25,16,W 3,POR,2021
41,42,"Sun, Mar 21, 2021",10:00p,Box Score,,Dallas Mavericks,L,,92,132,25,17,L 1,POR,2021
42,43,"Tue, Mar 23, 2021",10:00p,Box Score,,Brooklyn Nets,L,,112,116,25,18,L 2,POR,2021
43,44,"Thu, Mar 25, 2021",7:30p,Box Score,@,Miami Heat,W,,125,122,26,18,W 1,POR,2021
44,45,"Fri, Mar 26, 2021",8:00p,Box Score,@,Orlando Magic,W,,112,105,27,18,W 2,POR,2021
45,46,"Sun, Mar 28, 2021",7:00p,Box Score,@,Toronto Raptors,W,,122,117,28,18,W 3,POR,2021
46,47,"Wed, Mar 31, 2021",7:00p,Box Score,@,Detroit Pistons,W,,124,101,29,18,W 4,POR,2021
47,48,"Fri, Apr 2, 2021",10:00p,Box Score,,Milwaukee Bucks,L,,109,127,29,19,L 1,POR,2021
48,49,"Sat, Apr 3, 2021",10:00p,Box Score,,Oklahoma City Thunder,W,,133,85,30,19,W 1,POR,2021
49,50,"Tue, Apr 6, 2021",10:00p,Box Score,@,Los Angeles Clippers,L,,116,133,30,20,L 1,POR,2021
50,51,"Thu, Apr 8, 2021",10:00p,Box Score,@,Utah Jazz,L,,103,122,30,21,L 2,POR,2021
51,52,"Sat, Apr 10, 2021",10:00p,Box Score,,Detroit Pistons,W,,118,103,31,21,W 1,POR,2021
52,53,"Sun, Apr 11, 2021",10:00p,Box Score,,Miami Heat,L,,98,107,31,22,L 1,POR,2021
53,54,"Tue, Apr 13, 2021",10:00p,Box Score,,Boston Celtics,L,,115,116,31,23,L 2,POR,2021
54,55,"Fri, Apr 16, 2021",8:30p,Box Score,@,San Antonio Spurs,W,,107,106,32,23,W 1,POR,2021
55,56,"Sun, Apr 18, 2021",7:00p,Box Score,@,Charlotte Hornets,L,,101,109,32,24,L 1,POR,2021
56,57,"Tue, Apr 20, 2021",10:00p,Box Score,,Los Angeles Clippers,L,,112,113,32,25,L 2,POR,2021
57,58,"Wed, Apr 21, 2021",10:00p,Box Score,,Denver Nuggets,L,,105,106,32,26,L 3,POR,2021
58,59,"Fri, Apr 23, 2021",10:00p,Box Score,,Memphis Grizzlies,L,,128,130,32,27,L 4,POR,2021
59,60,"Sun, Apr 25, 2021",4:00p,Box Score,,Memphis Grizzlies,L,,113,120,32,28,L 5,POR,2021
60,61,"Tue, Apr 27, 2021",7:00p,Box Score,@,Indiana Pacers,W,,133,112,33,28,W 1,POR,2021
61,62,"Wed, Apr 28, 2021",9:00p,Box Score,@,Memphis Grizzlies,W,,130,109,34,28,W 2,POR,2021
62,63,"Fri, Apr 30, 2021",8:00p,Box Score,@,Brooklyn Nets,W,,128,109,35,28,W 3,POR,2021
63,64,"Sun, May 2, 2021",7:30p,Box Score,@,Boston Celtics,W,,129,119,36,28,W 4,POR,2021
64,65,"Mon, May 3, 2021",8:00p,Box Score,@,Atlanta Hawks,L,,114,123,36,29,L 1,POR,2021
65,66,"Wed, May 5, 2021",7:30p,Box Score,@,Cleveland Cavaliers,W,,141,105,37,29,W 1,POR,2021
